Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
538,1/4/2020,7:30 PM,Gujarat,-,-,5,6,82
539,1/4/2020,7:30 PM,Haryana,-,-,21,0,43
540,1/4/2020,7:30 PM,Himachal Pradesh,-,-,0,1,3
541,1/4/2020,7:30 PM,Jammu and Kashmir,-,-,2,2,62
542,1/4/2020,7:30 PM,Jharkhand,-,-,0,0,1
543,1/4/2020,7:30 PM,Karnataka,-,-,8,3,101
544,1/4/2020,7:30 PM,Kerala,-,-,23,2,241
545,1/4/2020,7:30 PM,Ladakh,-,-,3,0,13
546,1/4/2020,7:30 PM,Madhya Pradesh,-,-,0,3,66
547,1/4/2020,7:30 PM,Maharashtra,-,-,39,9,302
548,1/4/2020,7:30 PM,Manipur,-,-,0,0,1
549,1/4/2020,7:30 PM,Mizoram,-,-,0,0,1
550,1/4/2020,7:30 PM,Odisha,-,-,0,0,4
551,1/4/2020,7:30 PM,Pondicherry,-,-,1,0,3
552,1/4/2020,7:30 PM,Punjab,-,-,1,3,42
553,1/4/2020,7:30 PM,Rajasthan,-,-,3,0,93
554,1/4/2020,7:30 PM,Tamil Nadu,-,-,6,1,234
555,1/4/2020,7:30 PM,Telengana,-,-,1,3,96
556,1/4/2020,7:30 PM,Uttarakhand,-,-,2,0,7
557,1/4/2020,7:30 PM,Uttar Pradesh,-,-,14,2,103
558,1/4/2020,7:30 PM,West Bengal,-,-,6,3,37
559,2/4/2020,6:00 PM,Andhra Pradesh,-,-,1,1,86
560,2/4/2020,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10
561,2/4/2020,6:00 PM,Assam,-,-,0,0,5
562,2/4/2020,6:00 PM,Bihar,-,-,0,1,24
563,2/4/2020,6:00 PM,Chandigarh,-,-,0,0,16
564,2/4/2020,6:00 PM,Chattisgarh,-,-,2,0,9
565,2/4/2020,6:00 PM,Delhi,-,-,8,4,219
566,2/4/2020,6:00 PM,Goa,-,-,0,0,5
567,2/4/2020,6:00 PM,Gujarat,-,-,8,7,87
568,2/4/2020,6:00 PM,Haryana,-,-,21,0,43
569,2/4/2020,6:00 PM,Himachal Pradesh,-,-,1,1,3
570,2/4/2020,6:00 PM,Jammu and Kashmir,-,-,2,2,62
571,2/4/2020,6:00 PM,Jharkhand,-,-,0,0,1
572,2/4/2020,6:00 PM,Karnataka,-,-,9,3,110
573,2/4/2020,6:00 PM,Kerala,-,-,25,2,265
574,2/4/2020,6:00 PM,Ladakh,-,-,3,0,13
575,2/4/2020,6:00 PM,Madhya Pradesh,-,-,0,6,99
576,2/4/2020,6:00 PM,Maharashtra,-,-,42,13,335
577,2/4/2020,6:00 PM,Manipur,-,-,0,0,1
578,2/4/2020,6:00 PM,Mizoram,-,-,0,0,1
579,2/4/2020,6:00 PM,Odisha,-,-,0,0,4
580,2/4/2020,6:00 PM,Pondicherry,-,-,1,0,3
581,2/4/2020,6:00 PM,Punjab,-,-,1,4,46
582,2/4/2020,6:00 PM,Rajasthan,-,-,3,0,108
583,2/4/2020,6:00 PM,Tamil Nadu,-,-,6,1,234
584,2/4/2020,6:00 PM,Telengana,-,-,1,3,107
585,2/4/2020,6:00 PM,Uttarakhand,-,-,2,0,7
586,2/4/2020,6:00 PM,Uttar Pradesh,-,-,14,2,113
587,2/4/2020,6:00 PM,West Bengal,-,-,6,3,53
588,3/4/2020,6:00 PM,Andhra Pradesh,-,-,1,1,132
589,3/4/2020,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10
590,3/4/2020,6:00 PM,Arunachal Pradesh,-,-,0,0,1
591,3/4/2020,6:00 PM,Assam,-,-,0,0,16
592,3/4/2020,6:00 PM,Bihar,-,-,0,1,29
593,3/4/2020,6:00 PM,Chandigarh,-,-,0,0,18
594,3/4/2020,6:00 PM,Chattisgarh,-,-,3,0,9
595,3/4/2020,6:00 PM,Delhi,-,-,8,4,219
596,3/4/2020,6:00 PM,Goa,-,-,0,0,6
597,3/4/2020,6:00 PM,Gujarat,-,-,10,8,95
598,3/4/2020,6:00 PM,Haryana,-,-,24,0,49
599,3/4/2020,6:00 PM,Himachal Pradesh,-,-,1,1,6
600,3/4/2020,6:00 PM,Jammu and Kashmir,-,-,3,2,75
601,3/4/2020,6:00 PM,Jharkhand,-,-,0,0,2
602,3/4/2020,6:00 PM,Karnataka,-,-,10,3,124
603,3/4/2020,6:00 PM,Kerala,-,-,27,2,286
604,3/4/2020,6:00 PM,Ladakh,-,-,3,0,14
605,3/4/2020,6:00 PM,Madhya Pradesh,-,-,0,6,104
606,3/4/2020,6:00 PM,Maharashtra,-,-,42,16,335
607,3/4/2020,6:00 PM,Manipur,-,-,0,0,2
608,3/4/2020,6:00 PM,Mizoram,-,-,0,0,1
609,3/4/2020,6:00 PM,Odisha,-,-,0,0,5
610,3/4/2020,6:00 PM,Pondicherry,-,-,1,0,5
611,3/4/2020,6:00 PM,Punjab,-,-,1,5,48
612,3/4/2020,6:00 PM,Rajasthan,-,-,3,0,167
613,3/4/2020,6:00 PM,Tamil Nadu,-,-,6,1,309
614,3/4/2020,6:00 PM,Telengana,-,-,1,7,158
615,3/4/2020,6:00 PM,Uttarakhand,-,-,2,0,10
616,3/4/2020,6:00 PM,Uttar Pradesh,-,-,14,2,172
617,3/4/2020,6:00 PM,West Bengal,-,-,3,3,63
618,3/4/2020,6:00 PM,Unassigned,-,-,0,0,77
619,4/4/2020,6:00 PM,Andhra Pradesh,-,-,1,1,161
620,4/4/2020,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10
621,4/4/2020,6:00 PM,Arunachal Pradesh,-,-,0,0,1
622,4/4/2020,6:00 PM,Assam,-,-,0,0,24
623,4/4/2020,6:00 PM,Bihar,-,-,0,1,30
624,4/4/2020,6:00 PM,Chandigarh,-,-,0,0,18
625,4/4/2020,6:00 PM,Chattisgarh,-,-,3,0,9
626,4/4/2020,6:00 PM,Delhi,-,-,15,6,445
627,4/4/2020,6:00 PM,Goa,-,-,0,0,7
628,4/4/2020,6:00 PM,Gujarat,-,-,14,10,105
629,4/4/2020,6:00 PM,Haryana,-,-,24,0,49
630,4/4/2020,6:00 PM,Himachal Pradesh,-,-,1,1,6
631,4/4/2020,6:00 PM,Jammu and Kashmir,-,-,3,2,75
632,4/4/2020,6:00 PM,Jharkhand,-,-,0,0,2
633,4/4/2020,6:00 PM,Karnataka,-,-,12,3,128
634,4/4/2020,6:00 PM,Kerala,-,-,41,2,295
635,4/4/2020,6:00 PM,Ladakh,-,-,3,0,14
636,4/4/2020,6:00 PM,Madhya Pradesh,-,-,0,6,104
637,4/4/2020,6:00 PM,Maharashtra,-,-,42,24,490
638,4/4/2020,6:00 PM,Manipur,-,-,0,0,2
639,4/4/2020,6:00 PM,Mizoram,-,-,0,0,1
640,4/4/2020,6:00 PM,Odisha,-,-,0,0,5
641,4/4/2020,6:00 PM,Pondicherry,-,-,1,0,5
642,4/4/2020,6:00 PM,Punjab,-,-,1,5,57
643,4/4/2020,6:00 PM,Rajasthan,-,-,21,0,200
644,4/4/2020,6:00 PM,Tamil Nadu,-,-,6,2,411
645,4/4/2020,6:00 PM,Telengana,-,-,1,7,159
646,4/4/2020,6:00 PM,Uttarakhand,-,-,2,0,16
647,4/4/2020,6:00 PM,Uttar Pradesh,-,-,19,2,174
648,4/4/2020,6:00 PM,West Bengal,-,-,3,3,69
649,5/4/2020,6:00 PM,Andhra Pradesh,-,-,1,1,190
650,5/4/2020,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10
651,5/4/2020,6:00 PM,Arunachal Pradesh,-,-,0,0,1
652,5/4/2020,6:00 PM,Assam,-,-,0,0,26
653,5/4/2020,6:00 PM,Bihar,-,-,0,1,30
654,5/4/2020,6:00 PM,Chandigarh,-,-,0,0,18
655,5/4/2020,6:00 PM,Chattisgarh,-,-,3,0,9
656,5/4/2020,6:00 PM,Delhi,-,-,18,7,503
657,5/4/2020,6:00 PM,Goa,-,-,0,0,7
658,5/4/2020,6:00 PM,Gujarat,-,-,18,11,122
659,5/4/2020,6:00 PM,Haryana,-,-,25,1,59
660,5/4/2020,6:00 PM,Himachal Pradesh,-,-,1,1,6
661,5/4/2020,6:00 PM,Jammu and Kashmir,-,-,4,2,106
662,5/4/2020,6:00 PM,Jharkhand,-,-,0,0,3
663,5/4/2020,6:00 PM,Karnataka,-,-,12,4,144
664,5/4/2020,6:00 PM,Kerala,-,-,49,2,306
665,5/4/2020,6:00 PM,Ladakh,-,-,10,0,14
666,5/4/2020,6:00 PM,Madhya Pradesh,-,-,0,9,165
667,5/4/2020,6:00 PM,Maharashtra,-,-,42,24,490
668,5/4/2020,6:00 PM,Manipur,-,-,0,0,2
669,5/4/2020,6:00 PM,Mizoram,-,-,0,0,1
670,5/4/2020,6:00 PM,Odisha,-,-,0,0,20
671,5/4/2020,6:00 PM,Pondicherry,-,-,1,0,5
672,5/4/2020,6:00 PM,Punjab,-,-,1,5,57
673,5/4/2020,6:00 PM,Rajasthan,-,-,21,0,200
674,5/4/2020,6:00 PM,Tamil Nadu,-,-,6,3,485
675,5/4/2020,6:00 PM,Telengana,-,-,32,7,269
676,5/4/2020,6:00 PM,Uttarakhand,-,-,2,0,22
677,5/4/2020,6:00 PM,Uttar Pradesh,-,-,19,2,227
678,5/4/2020,6:00 PM,West Bengal,-,-,10,3,80
679,6/4/2020,6:00 PM,Andhra Pradesh,-,-,1,3,226
680,6/4/2020,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10
681,6/4/2020,6:00 PM,Arunachal Pradesh,-,-,0,0,1
682,6/4/2020,6:00 PM,Assam,-,-,0,0,26
683,6/4/2020,6:00 PM,Bihar,-,-,0,1,32
684,6/4/2020,6:00 PM,Chandigarh,-,-,0,0,18
685,6/4/2020,6:00 PM,Chattisgarh,-,-,8,0,10
686,6/4/2020,6:00 PM,Delhi,-,-,19,7,523
687,6/4/2020,6:00 PM,Goa,-,-,0,0,7
688,6/4/2020,6:00 PM,Gujarat,-,-,22,12,144
689,6/4/2020,6:00 PM,Haryana,-,-,25,1,84
690,6/4/2020,6:00 PM,Himachal Pradesh,-,-,2,1,13
691,6/4/2020,6:00 PM,Jammu and Kashmir,-,-,4,2,109
692,6/4/2020,6:00 PM,Jharkhand,-,-,0,0,4
693,6/4/2020,6:00 PM,Karnataka,-,-,12,4,151
694,6/4/2020,6:00 PM,Kerala,-,-,55,2,314
695,6/4/2020,6:00 PM,Ladakh,-,-,10,0,14
696,6/4/2020,6:00 PM,Madhya Pradesh,-,-,0,9,165
697,6/4/2020,6:00 PM,Maharashtra,-,-,56,45,748
698,6/4/2020,6:00 PM,Manipur,-,-,0,0,2
699,6/4/2020,6:00 PM,Mizoram,-,-,0,0,1
700,6/4/2020,6:00 PM,Odisha,-,-,2,0,21
701,6/4/2020,6:00 PM,Pondicherry,-,-,1,0,5
702,6/4/2020,6:00 PM,Punjab,-,-,4,6,76
703,6/4/2020,6:00 PM,Rajasthan,-,-,21,0,274
704,6/4/2020,6:00 PM,Tamil Nadu,-,-,8,5,571
705,6/4/2020,6:00 PM,Telengana,-,-,34,7,321
706,6/4/2020,6:00 PM,Uttarakhand,-,-,4,0,26
707,6/4/2020,6:00 PM,Uttar Pradesh,-,-,21,3,305
708,6/4/2020,6:00 PM,West Bengal,-,-,10,3,80
709,7/4/2020,6:00 PM,Andhra Pradesh,-,-,1,3,266
710,7/4/2020,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10
711,7/4/2020,6:00 PM,Arunachal Pradesh,-,-,0,0,1
712,7/4/2020,6:00 PM,Assam,-,-,0,0,26
713,7/4/2020,6:00 PM,Bihar,-,-,0,1,32
714,7/4/2020,6:00 PM,Chandigarh,-,-,7,0,18
715,7/4/2020,6:00 PM,Chattisgarh,-,-,9,0,10
716,7/4/2020,6:00 PM,Delhi,-,-,21,7,576
717,7/4/2020,6:00 PM,Goa,-,-,0,0,7
718,7/4/2020,6:00 PM,Gujarat,-,-,25,13,165
719,7/4/2020,6:00 PM,Haryana,-,-,25,1,90
720,7/4/2020,6:00 PM,Himachal Pradesh,-,-,2,1,13
721,7/4/2020,6:00 PM,Jammu and Kashmir,-,-,4,2,116
722,7/4/2020,6:00 PM,Jharkhand,-,-,0,0,4
723,7/4/2020,6:00 PM,Karnataka,-,-,25,4,175
724,7/4/2020,6:00 PM,Kerala,-,-,58,2,327
725,7/4/2020,6:00 PM,Ladakh,-,-,10,0,14
726,7/4/2020,6:00 PM,Madhya Pradesh,-,-,0,13,229
727,7/4/2020,6:00 PM,Maharashtra,-,-,56,48,868
728,7/4/2020,6:00 PM,Manipur,-,-,0,0,2
729,7/4/2020,6:00 PM,Mizoram,-,-,0,0,1
730,7/4/2020,6:00 PM,Odisha,-,-,2,1,42
731,7/4/2020,6:00 PM,Pondicherry,-,-,1,0,5
732,7/4/2020,6:00 PM,Punjab,-,-,4,7,91
733,7/4/2020,6:00 PM,Rajasthan,-,-,21,3,288
734,7/4/2020,6:00 PM,Tamil Nadu,-,-,8,5,621
735,7/4/2020,6:00 PM,Telengana,-,-,35,7,364
736,7/4/2020,6:00 PM,Tripura,-,-,0,0,1
737,7/4/2020,6:00 PM,Uttarakhand,-,-,5,0,31
738,7/4/2020,6:00 PM,Uttar Pradesh,-,-,21,3,305
739,7/4/2020,6:00 PM,West Bengal,-,-,13,3,91
740,8/4/2020,5:00 PM,Andhra Pradesh,-,-,5,4,305
741,8/4/2020,5:00 PM,Andaman and Nicobar Islands,-,-,0,0,10
742,8/4/2020,5:00 PM,Arunachal Pradesh,-,-,0,0,1
743,8/4/2020,5:00 PM,Assam,-,-,0,0,27
744,8/4/2020,5:00 PM,Bihar,-,-,0,1,38
745,8/4/2020,5:00 PM,Chandigarh,-,-,7,0,18
746,8/4/2020,5:00 PM,Chattisgarh,-,-,9,0,10
747,8/4/2020,5:00 PM,Delhi,-,-,21,9,576
748,8/4/2020,5:00 PM,Goa,-,-,0,0,7
749,8/4/2020,5:00 PM,Gujarat,-,-,25,13,165
750,8/4/2020,5:00 PM,Haryana,-,-,28,3,147
751,8/4/2020,5:00 PM,Himachal Pradesh,-,-,2,1,18
752,8/4/2020,5:00 PM,Jammu and Kashmir,-,-,4,2,116
753,8/4/2020,5:00 PM,Jharkhand,-,-,0,0,4
754,8/4/2020,5:00 PM,Karnataka,-,-,25,4,175
755,8/4/2020,5:00 PM,Kerala,-,-,70,2,336
756,8/4/2020,5:00 PM,Ladakh,-,-,10,0,14
757,8/4/2020,5:00 PM,Madhya Pradesh,-,-,0,13,229
758,8/4/2020,5:00 PM,Maharashtra,-,-,79,64,1018
759,8/4/2020,5:00 PM,Manipur,-,-,0,0,2
760,8/4/2020,5:00 PM,Mizoram,-,-,0,0,1
761,8/4/2020,5:00 PM,Odisha,-,-,2,1,42
762,8/4/2020,5:00 PM,Pondicherry,-,-,1,0,5
763,8/4/2020,5:00 PM,Punjab,-,-,4,7,91
764,8/4/2020,5:00 PM,Rajasthan,-,-,21,3,328
765,8/4/2020,5:00 PM,Tamil Nadu,-,-,19,7,690
766,8/4/2020,5:00 PM,Telengana,-,-,35,7,427
767,8/4/2020,5:00 PM,Tripura,-,-,0,0,1
768,8/4/2020,5:00 PM,Uttarakhand,-,-,5,0,31
769,8/4/2020,5:00 PM,Uttar Pradesh,-,-,26,3,343
770,8/4/2020,5:00 PM,West Bengal,-,-,13,5,99
771,9/4/2020,5:00 PM,Andhra Pradesh,-,-,6,4,348
772,9/4/2020,5:00 PM,Andaman and Nicobar Islands,-,-,0,0,11
773,9/4/2020,5:00 PM,Arunachal Pradesh,-,-,0,0,1
774,9/4/2020,5:00 PM,Assam,-,-,0,0,28
775,9/4/2020,5:00 PM,Bihar,-,-,0,1,39
776,9/4/2020,5:00 PM,Chandigarh,-,-,7,0,18
777,9/4/2020,5:00 PM,Chattisgarh,-,-,9,0,10
778,9/4/2020,5:00 PM,Delhi,-,-,21,9,669
779,9/4/2020,5:00 PM,Goa,-,-,0,0,7
780,9/4/2020,5:00 PM,Gujarat,-,-,25,16,179
781,9/4/2020,5:00 PM,Haryana,-,-,29,3,169
782,9/4/2020,5:00 PM,Himachal Pradesh,-,-,2,1,18
783,9/4/2020,5:00 PM,Jammu and Kashmir,-,-,4,4,158
784,9/4/2020,5:00 PM,Jharkhand,-,-,0,0,13
785,9/4/2020,5:00 PM,Karnataka,-,-,28,5,181
786,9/4/2020,5:00 PM,Kerala,-,-,83,2,345
787,9/4/2020,5:00 PM,Ladakh,-,-,10,0,14
788,9/4/2020,5:00 PM,Madhya Pradesh,-,-,0,16,259
789,9/4/2020,5:00 PM,Maharashtra,-,-,117,72,1135
790,9/4/2020,5:00 PM,Manipur,-,-,1,0,2
791,9/4/2020,5:00 PM,Mizoram,-,-,0,0,1
792,9/4/2020,5:00 PM,Odisha,-,-,2,1,42
793,9/4/2020,5:00 PM,Pondicherry,-,-,1,0,5
794,9/4/2020,5:00 PM,Punjab,-,-,4,8,101
795,9/4/2020,5:00 PM,Rajasthan,-,-,21,3,383
796,9/4/2020,5:00 PM,Tamil Nadu,-,-,21,8,738
797,9/4/2020,5:00 PM,Telengana,-,-,35,7,442
798,9/4/2020,5:00 PM,Tripura,-,-,0,0,1
799,9/4/2020,5:00 PM,Uttarakhand,-,-,5,0,35
800,9/4/2020,5:00 PM,Uttar Pradesh,-,-,31,4,410
801,9/4/2020,5:00 PM,West Bengal,-,-,16,5,103
802,10/4/2020,5:00 PM,Andhra Pradesh,-,-,7,6,363
803,10/4/2020,5:00 PM,Andaman and Nicobar Islands,-,-,0,0,11
804,10/4/2020,5:00 PM,Arunachal Pradesh,-,-,0,0,1
805,10/4/2020,5:00 PM,Assam,-,-,0,0,29
806,10/4/2020,5:00 PM,Bihar,-,-,0,1,60
807,10/4/2020,5:00 PM,Chandigarh,-,-,7,0,18
808,10/4/2020,5:00 PM,Chattisgarh,-,-,9,0,10
809,10/4/2020,5:00 PM,Delhi,-,-,25,13,898
810,10/4/2020,5:00 PM,Goa,-,-,1,0,7
811,10/4/2020,5:00 PM,Gujarat,-,-,26,17,241
812,10/4/2020,5:00 PM,Haryana,-,-,29,3,169
813,10/4/2020,5:00 PM,Himachal Pradesh,-,-,6,1,28
814,10/4/2020,5:00 PM,Jammu and Kashmir,-,-,6,4,184
815,10/4/2020,5:00 PM,Jharkhand,-,-,0,1,13
816,10/4/2020,5:00 PM,Karnataka,-,-,30,6,197
817,10/4/2020,5:00 PM,Kerala,-,-,96,2,357
818,10/4/2020,5:00 PM,Ladakh,-,-,10,0,15
819,10/4/2020,5:00 PM,Madhya Pradesh,-,-,0,16,259
820,10/4/2020,5:00 PM,Maharashtra,-,-,125,97,1364
821,10/4/2020,5:00 PM,Manipur,-,-,1,0,2
822,10/4/2020,5:00 PM,Mizoram,-,-,0,0,1
823,10/4/2020,5:00 PM,Odisha,-,-,2,1,44
824,10/4/2020,5:00 PM,Pondicherry,-,-,1,0,5
825,10/4/2020,5:00 PM,Punjab,-,-,5,11,132
826,10/4/2020,5:00 PM,Rajasthan,-,-,21,3,463
827,10/4/2020,5:00 PM,Tamil Nadu,-,-,21,8,834
828,10/4/2020,5:00 PM,Telengana,-,-,35,7,473
829,10/4/2020,5:00 PM,Tripura,-,-,0,0,1
830,10/4/2020,5:00 PM,Uttarakhand,-,-,5,0,35
831,10/4/2020,5:00 PM,Uttar Pradesh,-,-,32,4,431
832,10/4/2020,5:00 PM,West Bengal,-,-,16,5,116
833,11/4/2020,5:00 PM,Andhra Pradesh,-,-,11,6,381
834,11/4/2020,5:00 PM,Andaman and Nicobar Islands,-,-,0,0,11
835,11/4/2020,5:00 PM,Arunachal Pradesh,-,-,0,0,1
836,11/4/2020,5:00 PM,Assam,-,-,0,1,29
837,11/4/2020,5:00 PM,Bihar,-,-,0,1,60
838,11/4/2020,5:00 PM,Chandigarh,-,-,7,0,18
839,11/4/2020,5:00 PM,Chattisgarh,-,-,9,0,18
840,11/4/2020,5:00 PM,Delhi,-,-,25,14,903
841,11/4/2020,5:00 PM,Goa,-,-,1,0,7
842,11/4/2020,5:00 PM,Gujarat,-,-,31,19,308
843,11/4/2020,5:00 PM,Haryana,-,-,29,3,177
844,11/4/2020,5:00 PM,Himachal Pradesh,-,-,6,1,28
845,11/4/2020,5:00 PM,Jammu and Kashmir,-,-,6,4,207
846,11/4/2020,5:00 PM,Jharkhand,-,-,0,1,17
847,11/4/2020,5:00 PM,Karnataka,-,-,37,6,214
848,11/4/2020,5:00 PM,Kerala,-,-,123,2,364
849,11/4/2020,5:00 PM,Ladakh,-,-,10,0,15
850,11/4/2020,5:00 PM,Madhya Pradesh,-,-,0,33,443
851,11/4/2020,5:00 PM,Maharashtra,-,-,188,110,1574
852,11/4/2020,5:00 PM,Manipur,-,-,1,0,2
853,11/4/2020,5:00 PM,Mizoram,-,-,0,0,1
854,11/4/2020,5:00 PM,Odisha,-,-,2,1,48
855,11/4/2020,5:00 PM,Pondicherry,-,-,1,0,7
856,11/4/2020,5:00 PM,Punjab,-,-,5,11,132
857,11/4/2020,5:00 PM,Rajasthan,-,-,21,3,553
858,11/4/2020,5:00 PM,Tamil Nadu,-,-,44,8,911
859,11/4/2020,5:00 PM,Telengana,-,-,43,9,504
860,11/4/2020,5:00 PM,Tripura,-,-,0,0,2
861,11/4/2020,5:00 PM,Uttarakhand,-,-,5,0,35
862,11/4/2020,5:00 PM,Uttar Pradesh,-,-,32,4,433
863,11/4/2020,5:00 PM,West Bengal,-,-,16,5,126
